date,Punjab,Haryana,Rajasthan,Delhi,UP,Uttarakhand,HP,J&K,Chandigarh,Chhattisgarh,Gujarat,MP,Maharashtra,Goa,DNH,Andhra Pradesh,Telangana,Karnataka,Kerala,Tamil Nadu,Pondy,Bihar,Jharkhand,Odisha,West Bengal,Sikkim,Arunachal Pradesh,Assam,Manipur,Meghalaya,Mizoram,Nagaland,Tripura
2019-09-30,118.8,145.9,213.0,86.4,323.6,35.7,28.1,30.5,4.1,83.1,364.7,187.1,441.8,12.8,18.3,154.9,163.4,162.5,67.9,276.9,7.5,95.5,25.5,81.7,161.1,0.9,2.1,30.1,2.6,5.4,1.7,1.8,4.9
2019-10-01,118.9,142.9,208.4,80.7,316.5,34.9,27.8,39.9,3.9,78.2,362.1,182.7,400.0,10.3,18.2,155.4,147.6,154.6,67.0,264.2,6.9,88.1,24.4,88.0,164.8,0.9,1.9,30.2,2.4,5.5,1.7,1.9,4.6
2019-10-02,110.9,137.5,202.2,75.3,299.3,31.8,23.7,40.0,3.3,75.7,343.1,168.1,368.4,10.8,18.1,149.7,142.9,138.3,61.8,249.8,6.6,83.8,22.3,90.4,156.5,0.8,2.1,29.1,2.2,6.0,1.8,1.9,4.9
2019-10-03,108.1,126.0,231.0,68.9,282.8,38.2,28.5,50.2,3.7,81.2,256.6,250.5,414.6,9.5,16.6,159.1,179.7,210.7,66.9,275.1,7.4,76.7,24.8,71.5,114.3,1.6,2.1,23.9,2.9,6.4,1.8,2.1,3.9
2019-10-04,116.9,131.7,237.6,72.2,295.3,40.6,25.8,52.5,3.8,80.1,282.7,249.2,418.4,9.5,17.3,151.4,171.6,204.2,67.9,240.3,6.5,74.5,21.4,71.9,116.8,1.3,2.2,22.9,2.9,6.5,1.9,2.1,3.8
2019-10-05,118.0,132.0,240.9,72.3,291.3,39.7,30.3,48.5,4.0,79.5,316.4,251.6,421.8,9.5,17.7,151.2,174.0,212.2,67.1,227.9,6.0,73.9,22.8,73.8,121.4,1.4,2.1,21.4,2.9,6.1,1.8,2.2,3.9
2019-10-06,120.1,131.3,244.1,72.2,293.4,39.1,29.7,50.3,3.8,77.8,327.5,251.9,421.0,9.5,17.9,157.0,178.2,215.5,66.3,238.1,6.0,75.3,22.4,71.8,117.2,1.4,2.2,22.8,2.8,6.6,1.9,2.1,4.1
2019-10-07,120.1,131.3,244.1,72.2,293.4,39.1,29.7,50.3,3.8,77.8,327.5,251.9,421.0,9.5,17.9,157.0,178.2,215.5,66.3,238.1,6.0,75.3,22.4,71.8,117.2,1.4,2.2,22.8,2.8,6.6,1.9,2.1,4.1
2019-10-08,119.0,132.4,241.1,73.9,294.9,39.5,29.9,51.6,3.8,82.9,329.8,253.4,413.7,11.9,17.8,163.4,182.1,215.6,66.4,265.1,6.7,76.7,21.7,72.8,121.5,1.4,2.2,23.3,2.8,5.4,1.7,2.2,4.2
2019-10-09,114.9,129.5,242.0,66.2,293.8,39.1,29.3,50.4,3.6,83.3,329.0,250.8,413.1,12.0,16.8,165.2,182.5,211.7,66.1,268.0,7.0,75.1,21.7,74.0,122.6,1.3,2.3,23.2,2.8,6.6,1.6,2.1,4.1
2019-10-10,109.1,118.6,239.6,64.6,280.0,36.2,25.3,49.0,3.4,84.7,321.9,250.8,403.2,12.0,17.2,163.4,181.2,197.4,58.8,264.6,6.5,76.2,23.2,73.3,111.0,1.1,2.3,22.2,3.0,6.4,1.8,2.1,4.0
2019-10-11,156.3,152.5,215.5,110.5,399.9,42.9,27.7,46.6,5.1,91.9,378.4,200.3,499.8,11.5,18.0,193.3,167.1,219.6,85.3,341.5,9.0,104.2,26.5,91.0,174.5,1.1,1.8,19.0,2.1,4.7,1.7,1.8,4.6
2019-10-12,151.4,152.1,212.5,106.0,405.6,43.0,28.0,46.5,4.8,90.3,378.9,208.4,500.6,11.5,18.2,197.0,169.7,223.6,85.1,344.4,8.9,100.3,23.7,81.6,157.1,1.2,2.1,21.5,2.4,5.1,1.9,1.9,4.0
2019-10-13,153.8,150.7,221.5,102.7,401.4,41.7,29.6,45.9,4.8,87.4,376.5,213.9,497.9,11.5,18.1,196.7,170.1,225.7,84.6,339.4,9.4,100.2,25.5,81.0,166.7,1.1,2.1,23.8,2.4,5.1,1.7,2.2,4.2
2019-10-14,151.1,151.4,211.8,101.8,404.7,40.7,28.2,46.0,4.6,90.4,377.8,215.3,495.2,11.5,18.2,197.6,170.1,225.0,83.4,343.8,9.2,99.5,26.3,82.2,184.1,0.9,2.2,24.9,2.2,5.3,1.8,1.9,4.4
2019-10-15,137.9,143.5,192.2,100.9,394.2,40.8,28.2,46.1,4.7,94.1,374.3,216.6,495.1,11.5,17.9,197.4,175.9,222.2,83.6,348.3,9.2,103.1,28.9,90.0,192.9,1.1,2.3,24.8,2.3,5.0,1.7,2.1,4.4
2019-10-16,136.9,137.8,194.9,88.4,364.1,41.7,27.2,45.9,4.4,91.0,371.8,213.3,496.7,11.5,17.8,197.7,173.4,220.9,81.5,335.7,9.0,103.6,28.6,94.9,192.9,1.1,2.2,24.5,2.5,5.3,1.7,2.0,4.2
2019-10-17,134.9,141.2,211.2,89.8,400.3,40.8,23.7,46.8,3.9,91.8,360.5,211.6,481.3,11.5,17.4,196.5,166.2,211.5,78.2,320.9,8.3,106.3,27.8,92.6,172.0,1.0,2.1,25.3,2.4,5.1,1.6,2.0,4.0
2019-10-18,96.1,120.7,226.5,74.9,296.5,39.3,28.4,33.6,4.6,77.0,324.1,245.5,445.4,9.4,18.9,170.4,211.0,222.7,69.3,294.7,7.1,83.8,24.6,66.2,110.9,2.1,2.2,23.1,2.7,5.9,1.6,2.2,3.5
2019-10-19,105.4,123.2,226.8,74.9,289.5,38.9,28.7,38.1,4.7,78.4,257.6,247.7,452.7,10.5,18.1,166.7,211.4,230.7,70.4,287.0,7.1,82.5,24.8,68.2,113.8,1.9,2.3,22.3,2.6,6.0,1.6,2.1,3.7
2019-10-20,111.4,127.7,233.3,75.4,284.0,39.1,30.7,43.8,4.6,77.8,273.3,236.9,441.2,10.1,17.9,156.0,201.5,220.5,70.2,238.5,5.7,80.7,24.9,67.8,111.2,1.9,2.2,20.5,2.7,5.9,1.3,2.1,3.8
2019-10-21,112.0,125.3,225.9,76.4,253.9,39.8,31.1,42.2,4.7,78.8,309.7,214.5,438.8,10.0,18.2,153.7,200.8,227.3,70.1,227.2,5.2,77.1,25.4,65.6,113.8,1.9,2.3,20.9,3.2,6.1,1.6,2.2,3.7
2019-10-22,111.6,125.3,228.1,77.3,260.9,39.1,31.1,49.6,4.6,79.3,322.9,225.0,431.4,9.5,18.0,167.5,209.8,233.0,71.4,246.6,5.4,74.2,25.2,67.9,115.0,2.0,2.2,22.0,2.8,6.0,1.6,2.3,3.6
2019-10-23,110.4,126.1,230.2,73.3,279.8,39.6,31.3,49.9,4.3,72.5,322.1,230.2,431.8,9.3,18.1,169.5,209.8,228.3,72.3,262.1,6.1,73.0,24.3,68.4,116.0,1.2,2.2,22.6,2.6,6.1,1.6,2.3,3.5
2019-10-24,104.6,115.6,228.2,71.7,271.3,36.7,28.7,50.0,3.9,78.7,313.5,229.3,426.8,8.7,18.1,170.2,208.6,192.3,67.8,246.7,6.0,75.0,24.0,68.4,107.4,1.6,2.2,22.7,2.6,6.1,1.6,2.2,3.4
2019-10-25,256.1,206.9,211.5,115.5,449.7,39.9,29.1,42.9,6.0,92.7,270.6,195.4,379.0,10.3,18.5,186.0,196.4,154.5,55.0,306.7,8.5,110.7,24.5,94.1,164.8,0.8,2.2,33.9,2.4,5.2,1.7,2.4,5.5
2019-10-26,229.1,204.7,214.5,117.8,420.6,41.4,29.6,38.7,6.3,87.9,292.7,186.9,396.2,10.5,18.9,183.4,191.9,160.5,58.6,312.4,8.6,96.5,22.9,91.3,150.5,0.8,2.2,32.6,2.4,5.1,1.8,2.4,4.7
2019-10-27,233.8,192.2,207.5,113.9,393.0,42.3,29.4,35.7,6.0,80.5,293.4,169.4,399.4,10.5,18.5,183.6,200.8,161.3,59.4,306.8,8.1,99.9,23.2,93.9,152.2,0.7,2.1,33.4,2.5,5.5,1.7,2.2,5.4
2019-10-28,220.4,170.6,171.0,98.7,379.2,33.8,22.8,40.3,5.2,80.3,231.5,140.7,344.5,10.5,14.9,184.7,190.6,149.9,58.1,286.0,7.3,104.7,24.5,96.6,138.2,0.5,2.2,30.3,2.5,5.6,1.6,2.3,4.7
2019-10-29,226.5,177.7,156.0,107.7,377.1,36.1,26.6,38.5,5.6,88.3,258.5,149.7,378.1,11.3,16.2,183.3,213.1,164.2,62.5,301.6,7.0,108.1,25.2,103.9,157.1,0.8,2.0,33.2,2.4,5.5,1.3,2.2,4.5
2019-10-30,176.1,150.9,147.3,99.2,370.6,37.5,29.6,33.5,5.0,97.4,281.8,164.8,399.9,11.7,18.2,174.0,218.9,158.1,63.8,272.1,6.9,107.8,24.4,104.5,151.0,0.9,2.0,35.2,2.3,5.5,1.4,2.2,4.8
2019-10-31,124.2,125.4,163.0,89.1,353.2,30.0,34.0,38.8,3.6,96.0,282.4,169.2,399.2,11.7,18.4,164.1,217.0,142.7,60.0,260.2,6.5,104.9,21.8,89.8,144.9,0.6,2.3,33.3,2.3,5.3,1.7,2.2,4.5
2019-11-01,78.2,79.7,159.5,52.4,271.0,20.1,12.1,40.7,2.4,78.2,249.5,177.2,392.2,7.1,2.2,154.9,167.8,198.4,67.9,228.2,4.5,82.8,22.7,72.8,130.3,0.9,1.5,19.2,2.1,3.9,1.5,2.3,3.1
2019-11-02,82.0,83.4,162.7,56.4,282.3,21.3,13.1,40.4,2.6,78.3,260.7,179.9,391.7,7.7,2.4,158.7,164.6,206.6,70.8,239.1,4.7,88.8,24.8,74.8,143.3,1.2,1.6,21.7,2.0,4.2,1.6,2.3,4.0
2019-11-03,88.1,88.5,168.6,60.8,290.0,21.1,12.8,43.2,2.7,78.9,263.5,180.8,392.2,7.7,2.4,160.9,167.4,208.4,70.8,243.8,4.8,91.6,23.5,78.5,151.4,1.2,1.7,21.3,2.4,4.2,1.7,2.2,4.3
2019-11-04,84.5,91.5,170.4,62.8,289.0,22.1,13.3,40.7,2.9,77.5,261.7,180.7,395.0,7.9,2.4,163.0,159.7,217.0,70.6,248.2,4.9,70.3,21.8,77.8,137.6,1.3,1.2,16.4,1.9,3.6,1.3,1.7,3.4
2019-11-05,85.4,91.8,169.7,63.0,293.3,22.5,14.0,42.9,3.0,78.3,264.5,182.2,402.2,8.2,2.5,165.0,157.8,219.8,69.5,252.5,5.1,82.7,23.5,76.2,127.2,1.2,1.3,15.9,1.8,3.7,1.6,1.9,3.2
2019-11-06,83.3,89.2,169.2,65.2,290.0,22.9,14.1,39.7,2.9,83.4,269.0,188.7,401.9,8.1,2.6,166.6,157.7,219.0,71.0,254.9,5.2,82.9,24.6,77.9,130.9,1.2,1.4,15.2,1.9,3.6,1.6,2.0,3.2
2019-11-07,83.3,89.2,169.2,65.2,290.0,22.9,14.1,39.7,2.9,83.4,269.0,188.7,401.9,8.1,2.6,166.6,157.7,219.0,71.0,254.9,5.2,82.9,24.6,77.9,130.9,1.2,1.4,15.2,1.9,3.6,1.6,2.0,3.2
2019-11-08,67.8,83.5,170.4,62.1,280.4,21.6,11.8,42.4,2.6,79.5,263.7,182.1,400.2,8.1,2.7,171.0,152.7,204.4,72.1,259.0,5.5,81.0,24.4,69.4,125.8,1.1,1.4,14.9,2.0,3.8,1.3,2.0,2.4
2019-11-09,99.0,107.9,212.4,63.2,269.0,32.9,27.3,36.2,3.3,72.1,308.7,209.1,402.5,12.2,17.7,173.2,160.5,168.5,67.9,286.3,6.5,74.8,23.9,73.3,109.0,1.2,2.1,23.6,2.3,5.9,1.8,2.2,4.3
2019-11-10,98.0,114.1,214.4,59.9,267.4,33.0,26.8,38.1,3.2,71.7,314.2,214.7,408.4,12.5,18.1,176.0,174.7,173.2,69.7,293.5,7.6,71.3,23.6,78.4,115.2,1.3,2.0,23.8,2.4,5.9,1.7,2.1,3.6
2019-11-11,102.6,113.3,215.3,62.0,268.7,33.7,27.9,39.3,3.5,70.8,314.5,218.5,414.3,12.4,18.1,173.3,176.6,177.3,70.8,295.1,7.6,69.1,23.9,70.4,115.8,1.5,2.2,23.7,2.4,6.0,1.8,2.1,4.0
2019-11-12,104.0,114.0,196.9,63.2,276.1,34.0,28.5,39.2,3.4,71.2,309.8,221.1,409.9,12.4,18.0,171.9,183.5,175.6,71.4,297.1,7.6,69.7,24.7,65.0,112.3,1.4,2.1,23.5,2.4,5.7,1.7,2.2,4.1
2019-11-13,101.8,114.4,194.3,60.6,277.4,34.3,27.8,38.8,3.5,71.2,307.0,222.6,410.3,12.4,18.0,165.5,194.0,172.8,72.6,288.3,7.4,72.7,24.7,65.2,117.8,1.3,2.0,24.7,2.4,5.6,1.7,2.1,4.0
2019-11-14,101.3,110.5,200.5,60.4,272.1,33.3,27.6,41.8,3.3,70.8,313.7,224.7,416.2,12.9,18.2,168.3,192.5,172.0,72.1,273.6,7.4,71.2,23.8,66.7,115.7,1.4,2.1,24.1,2.5,5.8,1.9,2.2,3.8
2019-11-15,93.0,101.8,203.7,58.5,257.1,30.9,25.3,42.0,3.0,70.8,299.7,227.0,406.7,12.0,17.7,168.3,189.2,164.1,65.4,260.2,6.7,69.4,23.9,64.2,106.1,1.1,2.0,22.4,2.5,5.7,1.7,2.1,3.5
2019-11-16,106.3,118.8,222.7,61.2,276.5,34.7,28.1,45.8,3.2,96.9,333.7,218.8,449.1,11.6,18.1,196.6,223.7,244.2,79.9,340.7,8.1,75.2,23.9,88.4,137.9,1.5,2.2,24.3,2.5,6.3,1.6,2.2,3.6
2019-11-17,110.6,122.5,230.4,61.4,280.6,35.7,28.1,45.5,3.2,95.5,334.4,222.0,463.7,11.6,18.6,199.2,220.4,248.9,80.8,343.0,8.3,75.2,24.7,88.8,148.7,1.4,2.3,24.2,2.4,6.3,1.7,1.9,4.0
2019-11-18,111.8,125.2,225.0,62.2,283.1,36.9,29.9,47.3,3.3,96.3,330.9,219.1,459.1,11.6,18.6,198.1,220.9,247.0,80.7,340.0,8.2,77.2,24.1,86.2,153.4,1.3,2.4,24.1,2.2,6.2,1.6,2.1,3.8
2019-11-19,107.5,115.7,219.4,61.4,271.5,35.5,29.2,46.9,3.3,94.5,332.3,212.2,452.8,11.6,18.7,197.4,228.0,247.8,81.2,341.4,8.2,76.4,22.1,86.0,156.5,1.3,2.3,24.6,2.4,6.1,1.7,2.1,3.9
2019-11-20,111.0,118.4,218.2,64.2,278.8,35.7,29.1,45.8,3.2,97.5,334.5,210.7,448.9,11.6,18.2,197.4,229.3,249.9,80.9,340.8,8.7,78.0,20.0,85.5,143.7,1.1,2.1,24.7,2.3,6.2,1.6,2.1,3.9
2019-11-21,116.5,122.6,220.9,59.4,289.1,36.0,28.0,47.1,3.1,94.2,334.3,212.6,451.2,10.7,18.1,196.6,229.4,242.1,79.8,339.5,8.1,79.4,20.8,84.3,142.6,1.2,2.1,24.0,2.3,6.1,1.5,2.0,4.3
2019-11-22,116.9,114.9,215.3,57.5,288.7,33.7,25.2,43.2,2.8,91.9,327.0,199.5,439.0,10.7,18.2,192.0,224.4,230.0,73.9,313.3,7.5,78.2,20.1,81.3,133.5,1.1,2.1,23.4,2.6,6.1,1.9,2.2,4.0
2019-11-23,101.4,118.1,233.3,66.8,256.7,37.3,28.4,50.0,3.5,85.4,316.8,231.6,403.7,12.3,18.2,172.2,190.9,207.9,72.9,301.7,7.1,70.9,23.8,72.0,118.7,1.2,2.0,22.5,2.8,6.0,2.0,2.0,4.3
2019-11-24,105.8,123.0,236.5,67.1,257.5,37.8,29.0,49.4,3.6,86.6,323.4,236.3,420.1,12.3,18.1,174.8,193.1,212.3,73.2,309.9,7.4,72.1,24.2,73.7,126.9,1.3,2.1,23.2,2.5,6.0,2.0,2.1,3.4
2019-11-25,104.8,122.9,236.6,66.5,267.0,37.9,28.0,46.9,3.5,82.8,324.3,236.7,428.0,12.6,17.5,174.5,192.6,219.5,74.3,310.6,7.3,68.5,23.8,74.1,128.7,1.4,2.2,23.4,2.4,6.1,1.8,2.1,3.8
2019-11-26,102.9,111.5,227.5,67.0,246.1,37.0,27.5,46.7,3.5,89.0,328.1,213.6,431.0,11.9,18.3,174.2,194.7,223.2,74.8,313.9,7.4,69.8,23.9,83.9,129.3,1.4,2.2,23.9,2.7,6.0,1.8,2.2,3.9
2019-11-27,105.3,116.5,230.5,68.5,236.4,35.8,26.9,38.6,3.5,85.9,324.4,198.8,418.4,11.9,18.3,175.9,192.1,226.2,75.9,321.4,7.5,70.8,22.2,83.6,130.4,1.5,2.2,24.0,2.8,6.1,1.9,2.1,3.9
2019-11-28,103.6,118.4,233.4,64.9,246.0,35.6,28.3,42.8,3.5,70.7,320.9,210.3,413.0,11.9,18.0,178.1,189.8,226.8,76.1,315.8,7.5,66.3,19.5,68.2,124.7,1.3,2.2,23.4,2.5,6.3,1.9,2.1,3.8
2019-11-29,98.7,107.4,227.8,61.6,250.5,35.7,27.9,42.2,3.1,82.1,311.7,216.8,404.0,11.9,17.4,184.3,194.5,210.2,70.1,301.0,6.9,68.4,22.4,74.9,114.6,1.3,2.0,19.2,2.4,5.9,1.7,2.0,3.3
2019-11-30,203.3,194.8,269.8,136.7,449.6,46.2,29.3,47.7,6.3,92.4,398.0,221.9,459.6,11.9,17.4,181.0,165.1,187.2,65.8,327.3,8.7,96.9,27.3,94.2,186.0,1.2,2.3,30.5,2.3,6.0,1.7,2.3,4.8
2019-12-01,210.1,199.8,278.0,139.1,461.2,48.1,30.1,42.0,6.7,91.5,398.0,225.2,471.4,11.9,16.6,191.0,169.3,185.6,67.2,332.0,8.8,90.2,27.2,105.6,186.4,1.2,2.3,31.8,2.6,5.8,1.7,2.2,5.8
2019-12-02,185.6,176.2,265.9,135.2,403.0,38.4,29.2,41.0,6.0,92.2,368.3,221.2,463.4,11.9,16.5,197.3,169.2,179.2,64.6,337.6,9.2,87.6,24.6,102.9,184.3,1.4,2.2,35.1,2.5,5.9,1.6,2.2,6.2
2019-12-03,228.6,185.3,244.4,136.1,430.6,45.5,30.2,48.3,6.2,92.1,302.6,210.1,457.8,10.4,16.0,198.4,168.5,178.9,64.5,338.7,8.9,86.7,23.1,82.2,168.4,1.3,2.2,34.9,2.8,5.8,1.7,2.1,5.1
2019-12-04,256.0,203.2,257.8,134.7,453.9,53.2,30.8,48.9,6.5,92.8,328.7,211.2,460.8,11.5,16.9,198.7,169.8,190.3,69.0,339.2,8.8,108.2,26.8,92.3,190.8,1.3,2.2,31.0,2.7,6.1,1.7,2.2,5.4
2019-12-05,240.2,201.3,257.9,130.7,450.6,46.9,31.1,46.9,6.1,89.6,342.9,203.4,464.0,11.5,17.4,201.8,168.4,198.1,71.9,332.9,9.1,106.1,27.3,87.1,180.4,1.1,2.1,31.8,2.2,6.1,1.8,2.1,5.0
2019-12-06,237.6,165.9,223.1,117.9,413.3,42.7,27.8,46.8,5.7,86.9,325.4,191.1,455.8,11.5,17.3,197.6,166.4,192.8,69.0,330.6,8.5,110.7,26.4,77.4,177.0,0.9,2.2,30.0,2.5,5.8,1.8,2.3,5.1
2019-12-07,237.6,165.9,223.1,117.9,413.3,42.7,27.8,46.8,5.7,86.9,325.4,191.1,455.8,11.5,17.3,197.6,166.4,192.8,69.0,330.6,8.5,110.7,26.4,77.4,177.0,0.9,2.2,30.0,2.5,5.8,1.8,2.3,5.1
2019-12-08,110.1,101.3,205.2,69.4,251.6,21.4,16.5,36.1,3.0,69.2,299.7,180.1,407.7,9.5,7.5,175.6,139.9,192.6,68.6,289.3,7.1,87.5,20.5,74.9,131.3,1.1,1.8,26.5,2.3,4.7,1.7,2.2,4.7
2019-12-09,116.2,110.5,204.7,67.7,217.0,23.5,20.1,40.4,3.2,72.9,305.2,173.9,392.5,10.6,7.8,180.6,142.8,199.4,72.5,303.8,7.7,68.2,20.3,76.9,120.0,1.3,1.9,27.1,2.4,4.7,1.7,2.3,4.2
2019-12-10,114.1,115.6,203.2,71.8,278.0,26.8,21.0,42.3,3.3,75.4,305.5,192.6,425.7,10.1,8.0,178.7,147.5,208.4,72.2,296.7,7.0,91.4,22.6,80.4,138.7,1.3,1.9,27.5,2.5,4.9,1.6,2.1,4.5
2019-12-11,123.5,121.8,203.5,73.1,312.5,28.6,21.4,43.2,3.4,75.0,301.9,196.0,421.3,9.9,7.9,180.5,150.8,214.7,72.7,296.1,7.2,97.8,23.6,80.4,140.3,1.4,2.0,21.6,2.5,4.7,1.5,2.1,4.6
2019-12-12,115.0,113.6,215.1,72.2,322.0,28.9,20.7,38.3,3.3,78.7,303.4,202.0,411.2,9.8,7.8,174.5,154.9,214.5,73.2,302.7,7.3,97.1,22.3,81.9,143.5,1.3,2.2,21.5,2.4,4.7,1.7,2.2,4.1
2019-12-13,121.2,120.4,219.7,72.0,339.7,30.1,21.9,43.2,3.4,79.4,306.3,202.9,405.5,10.0,7.5,181.9,156.8,209.5,71.9,303.5,7.6,100.6,23.2,81.2,145.2,1.2,2.0,22.2,2.3,5.1,1.6,2.1,4.2
2019-12-14,129.8,128.5,225.2,73.3,350.6,30.5,22.4,43.8,3.5,76.5,306.5,205.5,405.1,8.9,7.6,185.5,152.8,204.1,71.2,296.5,7.4,101.9,25.9,81.3,151.7,0.9,1.9,22.1,2.2,5.1,1.5,2.4,4.2
2019-12-15,130.1,131.9,243.3,68.5,290.4,37.5,28.0,50.4,3.9,73.7,329.0,267.4,457.1,9.5,17.1,180.7,192.4,231.5,73.8,304.3,7.5,77.5,25.9,80.6,119.7,1.9,2.2,22.1,2.5,6.6,1.6,2.3,3.4
2019-12-16,129.2,136.6,248.1,69.5,295.5,38.7,29.2,53.0,4.0,73.7,343.5,269.9,471.1,11.2,18.5,184.5,210.8,233.9,75.1,310.0,7.4,77.6,25.2,80.0,120.9,1.9,2.2,22.6,2.7,6.7,1.6,2.3,3.6
2019-12-17,134.2,137.8,249.0,68.8,288.0,38.6,28.8,51.8,3.9,78.7,341.0,271.4,476.8,11.9,18.7,186.4,216.8,237.7,76.0,311.9,7.7,77.1,24.9,77.8,123.3,1.8,2.2,22.7,3.0,6.6,1.8,2.2,3.5
2019-12-18,131.3,136.9,249.0,66.8,282.1,37.6,27.1,46.4,3.8,80.9,348.6,271.8,475.8,12.0,18.7,187.8,223.0,240.9,78.2,315.1,7.7,76.1,24.6,78.5,122.5,1.9,2.3,23.1,2.9,6.6,1.8,2.3,3.6
2019-12-19,131.4,136.8,248.1,66.8,273.9,37.2,27.2,48.3,3.7,82.6,348.7,271.4,474.7,11.3,18.5,189.0,225.7,244.6,77.6,324.0,7.8,75.6,23.0,73.6,121.7,2.0,2.2,23.6,2.7,6.7,1.6,2.2,3.8
2019-12-20,132.6,136.2,249.3,62.6,278.7,36.7,26.6,48.1,3.5,83.8,347.0,269.4,474.5,9.9,18.4,189.7,236.2,242.0,78.5,307.8,7.6,74.8,23.5,71.2,120.6,2.0,2.3,22.8,2.7,6.6,1.6,2.3,3.6
2019-12-21,126.9,129.1,245.5,61.1,286.6,34.3,25.2,48.8,3.2,83.8,335.0,265.3,461.2,9.3,18.0,189.7,235.6,225.3,71.9,296.6,6.8,77.4,23.5,71.1,115.9,1.7,2.2,21.4,2.8,6.5,1.6,2.3,3.4
2019-12-22,110.7,118.4,222.6,62.8,244.7,34.7,29.4,46.0,3.6,73.5,328.8,253.5,442.9,12.3,18.6,155.9,182.7,184.5,70.6,258.0,6.9,67.6,24.4,75.1,110.4,1.7,2.1,21.3,2.5,6.2,1.8,2.1,3.4
2019-12-23,114.1,122.1,228.8,62.9,249.2,36.1,29.7,47.2,3.5,74.4,335.5,256.0,454.0,12.8,19.0,159.7,187.2,188.0,71.5,274.8,7.2,70.3,24.5,76.7,114.3,1.8,2.1,20.0,2.5,6.0,1.7,2.1,3.4
2019-12-24,110.8,121.0,229.9,65.4,253.4,36.4,30.3,46.9,3.7,76.2,332.2,257.5,455.5,12.8,19.0,163.0,192.7,196.1,72.5,278.4,7.1,67.9,24.8,76.5,113.5,1.8,2.3,21.1,2.6,6.3,1.7,2.2,3.4
2019-12-25,97.8,111.3,211.8,64.8,239.8,36.5,31.2,45.9,4.1,76.9,325.9,243.8,451.3,12.4,19.0,160.7,197.3,196.6,72.6,287.5,6.5,69.1,24.5,76.4,114.3,1.8,2.1,18.9,2.7,6.0,1.7,2.2,3.2
2019-12-26,94.7,95.7,202.2,66.8,186.8,29.5,29.2,38.9,4.3,75.8,319.3,211.0,438.7,12.6,18.8,159.3,199.6,204.2,72.4,283.2,7.3,53.8,24.0,76.2,113.2,1.8,2.1,19.0,2.6,6.0,1.7,2.1,3.3
2019-12-27,103.7,110.4,211.4,63.8,229.9,33.4,29.3,44.2,3.8,75.8,317.1,228.5,435.7,12.2,18.6,156.6,200.1,197.7,70.4,256.1,6.8,54.9,23.2,79.8,112.0,1.7,2.0,20.1,2.6,5.8,2.0,2.1,3.4
2019-12-28,97.2,101.7,212.7,62.0,234.2,32.7,27.6,47.7,3.4,74.2,299.5,220.9,422.9,11.4,18.2,154.2,199.6,178.7,63.4,223.8,6.1,63.9,21.8,75.8,108.3,1.6,2.0,19.7,2.5,6.0,1.7,2.1,3.4
2019-12-29,237.2,214.1,232.7,128.5,421.3,42.0,29.9,40.0,6.4,78.9,284.7,174.7,395.1,11.0,18.6,181.9,200.5,187.0,67.1,318.2,8.3,113.0,25.3,95.7,166.9,1.0,2.0,34.2,2.4,5.3,1.7,2.1,4.9
2019-12-30,251.9,220.1,246.5,126.9,437.4,43.3,31.6,42.8,6.4,83.8,278.2,180.4,395.6,11.8,18.7,186.9,205.9,191.6,64.5,329.9,8.8,103.6,23.6,99.2,173.9,1.1,2.3,35.0,2.4,5.6,1.8,2.1,4.9
2019-12-31,255.0,223.2,253.5,134.9,424.0,44.3,31.6,42.9,6.7,86.5,277.2,179.5,400.3,11.8,18.7,186.6,206.8,189.5,58.9,313.2,7.9,109.1,25.5,98.5,174.3,1.0,2.2,34.7,2.5,5.7,1.7,2.2,5.0
